Fecha,Nombre Corto,Localidad,Comuna,Grupo Cliente,Clientes,M3 Ap
2026-06-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,29746.88426830074,663666.6141837861
2026-07-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,29779.322953861985,663996.870960714
2026-08-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,29811.698217740537,664327.1277376417
2026-09-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,29844.010183933708,664657.3845145695
2026-10-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,29876.25897619638,664987.6412914974
2026-11-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,29908.444718041475,665317.8980684252
2026-12-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,29940.56753274044,665648.154845353
2027-01-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,29972.627543323706,665978.4116222808
2027-02-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30004.624872581164,666308.6683992087
2027-03-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30036.55964306264,666638.9251761364
2027-04-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30068.43197707835,666969.1819530643
2027-05-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30100.24199669939,667299.4387299921
2027-06-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30131.989823758187,667629.6955069199
2027-07-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30163.675579848965,667959.9522838477
2027-08-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30195.29938632822,668290.2090607756
2027-09-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30226.861364315188,668620.4658377033
2027-10-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30258.36163469229,668950.7226146312
2027-11-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30289.800318105616,669280.979391559
2027-12-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30321.17753496537,669611.2361684868
2028-01-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30352.493405446345,669941.4929454146
2028-02-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30383.748049488375,670271.7497223425
2028-03-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30414.9415867968,670602.0064992703
2028-04-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30446.07413684291,670932.2632761981
2028-05-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30477.145818864432,671262.5200531259
2028-06-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30508.15675186595,671592.7768300538
2028-07-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30539.10705461939,671923.0336069815
2028-08-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30569.996845664464,672253.2903839094
2028-09-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30600.826243309115,672583.5471608372
2028-10-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30631.59536562999,672913.8039377651
2028-11-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30662.304330472874,673244.0607146928
2028-12-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30692.953255453154,673574.3174916207
2029-01-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30723.542257956262,673904.5742685485
2029-02-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30754.071455138128,674234.8310454763
2029-03-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30784.54096392562,674565.0878224041
2029-04-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30814.950901017015,674895.344599332
2029-05-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30845.301382882415,675225.6013762597
2029-06-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30875.592525764216,675555.8581531876
2029-07-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30905.824445677543,675886.1149301154
2029-08-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30935.997258410698,676216.3717070431
2029-09-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30966.111079525603,676546.628483971
2029-10-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,30996.166024358237,676876.8852608989
2029-11-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31026.162208019094,677207.1420378266
2029-12-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31056.0997453936,677537.3988147544
2030-01-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31085.978751142575,677867.6555916823
2030-02-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31115.799339702655,678197.9123686102
2030-03-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31145.561625286744,678528.1691455379
2030-04-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31175.265721884447,678858.4259224657
2030-05-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31204.9117432625,679188.6826993936
2030-06-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31234.49980296521,679518.9394763213
2030-07-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31264.030014314892,679849.1962532492
2030-08-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31293.502490412306,680179.453030177
2030-09-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31322.917344137084,680509.7098071048
2030-10-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31352.274688148158,680839.9665840326
2030-11-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31381.574634884208,681170.2233609605
2030-12-01,AGUAS ANDINAS,GRAN SANTIAGO,HUECHURABA,Residencial,31410.817296564073,681500.4801378883
2025-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4428.904214254844,272119.4522789888
2025-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.691172229777,178921.26298837079
2025-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.780109388561,272119.1392916691
2025-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784535803912,178921.57597463936
2025-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784756107249,272118.82630645164
2025-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767071778,178921.8889588057
2025-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767617484,272118.5133233364
2025-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.7847676446445,178922.2019408699
2025-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767645996,272118.2003423233
2025-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646063,178922.51492083195
2025-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272117.8873634123
2025-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178922.82789869176
2026-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272117.5743866035
2026-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178923.14087444945
2026-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272117.26141189685
2026-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178923.45384810504
2026-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272116.9484392923
2026-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178923.76681965851
2026-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272116.6354687899
2026-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178924.0797891099
2026-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272116.32250038953
2026-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178924.3927564592
2026-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272116.0095340913
2026-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178924.70572170638
2027-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272115.6965698951
2027-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178925.01868485153
2027-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272115.38360780093
2027-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178925.33164589462
2027-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272115.07064780884
2027-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178925.64460483572
2027-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272114.75768991874
2027-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178925.95756167476
2027-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272114.4447341307
2027-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178926.27051641184
2027-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272114.13178044464
2027-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178926.58346904695
2028-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272113.81882886053
2028-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178926.89641958004
2028-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272113.5058793784
2028-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178927.20936801122
2028-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272113.19293199823
2028-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178927.5223143404
2028-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272112.87998672
2028-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178927.83525856765
2028-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272112.5670435437
2028-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178928.14820069302
2028-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272112.2541024693
2028-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178928.4611407165
2029-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272111.9411634968
2029-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178928.7740786381
2029-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272111.6282266262
2029-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178929.0870144578
2029-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272111.31529185746
2029-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178929.39994817565
2029-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272111.00235919055
2029-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178929.71287979162
2029-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272110.6894286255
2029-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178930.0258093058
2029-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272110.3765001623
2029-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178930.33873671817
2030-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272110.06357380084
2030-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178930.6516620287
2030-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272109.7506495412
2030-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178930.96458523744
2030-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272109.43772738334
2030-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178931.27750634437
2030-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272109.1248073273
2030-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178931.5904253496
2030-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272108.81188937294
2030-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178931.90334225306
2030-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,272108.49897352036
2030-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,No Residencial,4430.784767646067,178932.2162570548
2025-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,45002.39093506026,506649.1935256465
2025-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,45130.60074773689,508838.32795468945
2025-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,45258.62969354105,506714.2528381615
2025-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,45386.47802762346,508775.20215255587
2025-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,45514.14600477489,506775.5025922852
2025-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,45641.63387942668,508715.7726918057
2025-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,45768.941905651234,506833.16585731524
2025-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,45896.07033716254,508659.82313258125
2025-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,46023.01942731667,506887.4526406907
2025-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,46149.78942911227,508607.1497086953
2025-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,46276.3805951911,506938.560652832
2025-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,46402.793177838495,508557.5605855221
2026-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,46529.02742898391,506986.6760271942
2026-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,46655.08360020138,508510.87516134285
2026-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,46780.961942710055,507031.9739981584
2026-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,46906.66270737468,508466.92340960115
2026-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,47032.18614470611,507074.61953922873
2026-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,47157.532504861796,508425.54525967274
2026-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,47282.70203764629,507114.7679638594
2026-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,47407.694992511744,508386.5900138941
2026-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,47532.511618558405,507152.5654911007
2026-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,47657.15216453511,508349.91579872736
2026-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,47781.616878839784,507188.1497781232
2026-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,47905.90600951994,508315.3890480624
2027-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,48030.01980427316,507221.6504215598
2027-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,48153.9585104476,508282.8840167736
2027-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,48277.72237504248,507253.18942949205
2027-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,48401.31164470858,508252.2823227615
2027-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,48524.726565748715,507282.88166579895
2027-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,48647.967384118245,508223.47251580906
2027-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,48771.03434542556,507310.8352684867
2027-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,48893.92769493258,508196.3496716847
2027-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49016.6476775552,507337.1520435234
2027-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49139.194537863834,508170.8150100115
2027-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49261.56852008387,507361.92783561244
2027-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49383.76986809617,508146.7755345136
2028-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49505.798825437545,507385.2528772554
2028-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49627.65563530126,508124.14369432663
2028-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49749.34054053747,507407.21211737534
2028-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49870.85378365379,508102.8370651412
2028-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,49992.19560681567,507427.88553069776
2028-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,50113.366251846994,508082.77804901625
2028-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,50234.365960230454,507447.3484090152
2028-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,50355.194973108104,508063.89359177067
2028-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,50475.853531281806,507465.6716353975
2028-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,50596.34187521373,508046.11491692247
2028-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,50716.66024502682,507482.9219423448
2028-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,50836.80888050527,508029.37727520743
2029-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,50956.78802109502,507499.16215482535
2029-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,51076.59790590421,508013.61970876495
2029-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,51196.23877370367,507514.4514190813
2029-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,51315.71086292741,507998.7848291316
2029-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,51435.014411673044,507528.8454180372
2029-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,51554.149657702335,507984.8186082345
2029-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,51673.116838441616,507542.396574095
2029-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,51791.91619098228,507971.6701816232
2029-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,51910.54795208125,507555.1542400547
2029-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52029.01235816147,507959.2916632232
2029-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52147.309645312336,507567.16487885517
2029-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52265.44004929021,507947.6379709367
2030-01-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52383.403805518865,507578.4722327905
2030-02-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52501.20114908995,507936.6666624555
2030-03-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52618.83231476348,507589.11748281785
2030-04-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52736.29753696828,507926.3377806872
2030-05-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52853.59704980248,507599.1393985369
2030-06-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,52970.73108703396,507916.61370823364
2030-07-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,53087.6998821008,507608.57447938714
2030-08-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,53204.5036681118,507907.459030389
2030-09-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,53321.14267784688,507617.4570875776
2030-10-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,53437.617143757605,507898.84040616156
2030-11-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,53553.927297967595,507625.81957323285
2030-12-01,AGUAS ANDINAS,GRAN SANTIAGO,INDEPENDENCIA,Residencial,53670.07337227302,507890.72644684644
2025-01-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,6.726494325187369e-06
2025-02-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,3.2992087324809123e-06
2025-03-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,5.0454804107293065e-06
2025-04-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.155719493010055e-06
2025-05-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.6090707673631366e-06
2025-06-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.378079077500654e-06
2025-07-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.49577403901072e-06
2025-08-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.435806063655838e-06
2025-09-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.4663609661089574e-06
2025-10-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.450792622198817e-06
2025-11-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.458725009889345e-06
2025-12-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.454683297113983e-06
2026-01-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.456742631931674e-06
2026-02-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.455693358980561e-06
2026-03-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.456227984878437e-06
2026-04-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.455955582115765e-06
2026-05-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.456094376860663e-06
2026-06-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.456023658116762e-06
2026-07-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.456059690754327e-06
2026-08-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.456041331393028e-06
2026-09-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.4560506858608135e-06
2026-10-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.456045919569323e-06
2026-11-01,AGUAS ANDINAS,GRAN SANTIAGO,ISLA DE MAIPO,No Residencial,0.0,4.456048348091725e-06
