Fecha;Nombre Comuna;Año;Poblacion;Mes
01/01/2002;ALHUE;2002;4567;1
01/02/2002;ALHUE;2002;4581.833333;2
01/03/2002;ALHUE;2002;4596.666667;3
01/04/2002;ALHUE;2002;4611.5;4
01/05/2002;ALHUE;2002;4626.333333;5
01/06/2002;ALHUE;2002;4641.166667;6
01/07/2002;ALHUE;2002;4656;7
01/08/2002;ALHUE;2002;4670.833333;8
01/09/2002;ALHUE;2002;4685.666667;9
01/10/2002;ALHUE;2002;4700.5;10
01/11/2002;ALHUE;2002;4715.333333;11
01/12/2002;ALHUE;2002;4730.166667;12
01/01/2003;ALHUE;2003;4745;1
01/02/2003;ALHUE;2003;4758.583333;2
01/03/2003;ALHUE;2003;4772.166667;3
01/04/2003;ALHUE;2003;4785.75;4
01/05/2003;ALHUE;2003;4799.333333;5
01/06/2003;ALHUE;2003;4812.916667;6
01/07/2003;ALHUE;2003;4826.5;7
01/08/2003;ALHUE;2003;4840.083333;8
01/09/2003;ALHUE;2003;4853.666667;9
01/10/2003;ALHUE;2003;4867.25;10
01/11/2003;ALHUE;2003;4880.833333;11
01/12/2003;ALHUE;2003;4894.416667;12
01/01/2004;ALHUE;2004;4908;1
01/02/2004;ALHUE;2004;4922.166667;2
01/03/2004;ALHUE;2004;4936.333333;3
01/04/2004;ALHUE;2004;4950.5;4
01/05/2004;ALHUE;2004;4964.666667;5
01/06/2004;ALHUE;2004;4978.833333;6
01/07/2004;ALHUE;2004;4993;7
01/08/2004;ALHUE;2004;5007.166667;8
01/09/2004;ALHUE;2004;5021.333333;9
01/10/2004;ALHUE;2004;5035.5;10
01/11/2004;ALHUE;2004;5049.666667;11
01/12/2004;ALHUE;2004;5063.833333;12
01/01/2005;ALHUE;2005;5078;1
01/02/2005;ALHUE;2005;5091;2
01/03/2005;ALHUE;2005;5104;3
01/04/2005;ALHUE;2005;5117;4
01/05/2005;ALHUE;2005;5130;5
01/06/2005;ALHUE;2005;5143;6
01/07/2005;ALHUE;2005;5156;7
01/08/2005;ALHUE;2005;5169;8
01/09/2005;ALHUE;2005;5182;9
01/10/2005;ALHUE;2005;5195;10
01/11/2005;ALHUE;2005;5208;11
01/12/2005;ALHUE;2005;5221;12
01/01/2006;ALHUE;2006;5234;1
01/02/2006;ALHUE;2006;5247.5;2
01/03/2006;ALHUE;2006;5261;3
01/04/2006;ALHUE;2006;5274.5;4
01/05/2006;ALHUE;2006;5288;5
01/06/2006;ALHUE;2006;5301.5;6
01/07/2006;ALHUE;2006;5315;7
01/08/2006;ALHUE;2006;5328.5;8
01/09/2006;ALHUE;2006;5342;9
01/10/2006;ALHUE;2006;5355.5;10
01/11/2006;ALHUE;2006;5369;11
01/12/2006;ALHUE;2006;5382.5;12
01/01/2007;ALHUE;2007;5396;1
01/02/2007;ALHUE;2007;5408.416667;2
01/03/2007;ALHUE;2007;5420.833333;3
01/04/2007;ALHUE;2007;5433.25;4
01/05/2007;ALHUE;2007;5445.666667;5
01/06/2007;ALHUE;2007;5458.083333;6
01/07/2007;ALHUE;2007;5470.5;7
01/08/2007;ALHUE;2007;5482.916667;8
01/09/2007;ALHUE;2007;5495.333333;9
01/10/2007;ALHUE;2007;5507.75;10
01/11/2007;ALHUE;2007;5520.166667;11
01/12/2007;ALHUE;2007;5532.583333;12
01/01/2008;ALHUE;2008;5545;1
01/02/2008;ALHUE;2008;5558;2
01/03/2008;ALHUE;2008;5571;3
01/04/2008;ALHUE;2008;5584;4
01/05/2008;ALHUE;2008;5597;5
01/06/2008;ALHUE;2008;5610;6
01/07/2008;ALHUE;2008;5623;7
01/08/2008;ALHUE;2008;5636;8
01/09/2008;ALHUE;2008;5649;9
01/10/2008;ALHUE;2008;5662;10
01/11/2008;ALHUE;2008;5675;11
01/12/2008;ALHUE;2008;5688;12
01/01/2009;ALHUE;2009;5701;1
01/02/2009;ALHUE;2009;5713.916667;2
01/03/2009;ALHUE;2009;5726.833333;3
01/04/2009;ALHUE;2009;5739.75;4
01/05/2009;ALHUE;2009;5752.666667;5
01/06/2009;ALHUE;2009;5765.583333;6
01/07/2009;ALHUE;2009;5778.5;7
01/08/2009;ALHUE;2009;5791.416667;8
01/09/2009;ALHUE;2009;5804.333333;9
01/10/2009;ALHUE;2009;5817.25;10
01/11/2009;ALHUE;2009;5830.166667;11
01/12/2009;ALHUE;2009;5843.083333;12
01/01/2010;ALHUE;2010;5856;1
01/02/2010;ALHUE;2010;5867.583333;2
01/03/2010;ALHUE;2010;5879.166667;3
01/04/2010;ALHUE;2010;5890.75;4
01/05/2010;ALHUE;2010;5902.333333;5
01/06/2010;ALHUE;2010;5913.916667;6
01/07/2010;ALHUE;2010;5925.5;7
01/08/2010;ALHUE;2010;5937.083333;8
01/09/2010;ALHUE;2010;5948.666667;9
01/10/2010;ALHUE;2010;5960.25;10
01/11/2010;ALHUE;2010;5971.833333;11
01/12/2010;ALHUE;2010;5983.416667;12
01/01/2011;ALHUE;2011;5995;1
01/02/2011;ALHUE;2011;6007.833333;2
01/03/2011;ALHUE;2011;6020.666667;3
01/04/2011;ALHUE;2011;6033.5;4
01/05/2011;ALHUE;2011;6046.333333;5
01/06/2011;ALHUE;2011;6059.166667;6
01/07/2011;ALHUE;2011;6072;7
01/08/2011;ALHUE;2011;6084.833333;8
01/09/2011;ALHUE;2011;6097.666667;9
01/10/2011;ALHUE;2011;6110.5;10
01/11/2011;ALHUE;2011;6123.333333;11
01/12/2011;ALHUE;2011;6136.166667;12
01/01/2012;ALHUE;2012;6149;1
01/02/2012;ALHUE;2012;6159.75;2
01/03/2012;ALHUE;2012;6170.5;3
01/04/2012;ALHUE;2012;6181.25;4
01/05/2012;ALHUE;2012;6192;5
01/06/2012;ALHUE;2012;6202.75;6
01/07/2012;ALHUE;2012;6213.5;7
01/08/2012;ALHUE;2012;6224.25;8
01/09/2012;ALHUE;2012;6235;9
01/10/2012;ALHUE;2012;6245.75;10
01/11/2012;ALHUE;2012;6256.5;11
01/12/2012;ALHUE;2012;6267.25;12
01/01/2013;ALHUE;2013;6278;1
01/02/2013;ALHUE;2013;6289.416667;2
01/03/2013;ALHUE;2013;6300.833333;3
01/04/2013;ALHUE;2013;6312.25;4
01/05/2013;ALHUE;2013;6323.666667;5
01/06/2013;ALHUE;2013;6335.083333;6
01/07/2013;ALHUE;2013;6346.5;7
01/08/2013;ALHUE;2013;6357.916667;8
01/09/2013;ALHUE;2013;6369.333333;9
01/10/2013;ALHUE;2013;6380.75;10
01/11/2013;ALHUE;2013;6392.166667;11
01/12/2013;ALHUE;2013;6403.583333;12
01/01/2014;ALHUE;2014;6415;1
01/02/2014;ALHUE;2014;6426.5;2
01/03/2014;ALHUE;2014;6438;3
01/04/2014;ALHUE;2014;6449.5;4
01/05/2014;ALHUE;2014;6461;5
01/06/2014;ALHUE;2014;6472.5;6
01/07/2014;ALHUE;2014;6484;7
01/08/2014;ALHUE;2014;6495.5;8
01/09/2014;ALHUE;2014;6507;9
01/10/2014;ALHUE;2014;6518.5;10
01/11/2014;ALHUE;2014;6530;11
01/12/2014;ALHUE;2014;6541.5;12
01/01/2015;ALHUE;2015;6553;1
01/02/2015;ALHUE;2015;6564.25;2
01/03/2015;ALHUE;2015;6575.5;3
01/04/2015;ALHUE;2015;6586.75;4
01/05/2015;ALHUE;2015;6598;5
01/06/2015;ALHUE;2015;6609.25;6
01/07/2015;ALHUE;2015;6620.5;7
01/08/2015;ALHUE;2015;6631.75;8
01/09/2015;ALHUE;2015;6643;9
01/10/2015;ALHUE;2015;6654.25;10
01/11/2015;ALHUE;2015;6665.5;11
01/12/2015;ALHUE;2015;6676.75;12
01/01/2016;ALHUE;2016;6688;1
01/02/2016;ALHUE;2016;6700.25;2
01/03/2016;ALHUE;2016;6712.5;3
01/04/2016;ALHUE;2016;6724.75;4
01/05/2016;ALHUE;2016;6737;5
01/06/2016;ALHUE;2016;6749.25;6
01/07/2016;ALHUE;2016;6761.5;7
01/08/2016;ALHUE;2016;6773.75;8
01/09/2016;ALHUE;2016;6786;9
01/10/2016;ALHUE;2016;6798.25;10
01/11/2016;ALHUE;2016;6810.5;11
01/12/2016;ALHUE;2016;6822.75;12
01/01/2017;ALHUE;2017;6835;1
01/02/2017;ALHUE;2017;6850.583333;2
01/03/2017;ALHUE;2017;6866.166667;3
01/04/2017;ALHUE;2017;6881.75;4
01/05/2017;ALHUE;2017;6897.333333;5
01/06/2017;ALHUE;2017;6912.916667;6
01/07/2017;ALHUE;2017;6928.5;7
01/08/2017;ALHUE;2017;6944.083333;8
01/09/2017;ALHUE;2017;6959.666667;9
01/10/2017;ALHUE;2017;6975.25;10
01/11/2017;ALHUE;2017;6990.833333;11
01/12/2017;ALHUE;2017;7006.416667;12
01/01/2018;ALHUE;2018;7022;1
01/02/2018;ALHUE;2018;7038;2
01/03/2018;ALHUE;2018;7054;3
01/04/2018;ALHUE;2018;7070;4
01/05/2018;ALHUE;2018;7086;5
01/06/2018;ALHUE;2018;7102;6
01/07/2018;ALHUE;2018;7118;7
01/08/2018;ALHUE;2018;7134;8
01/09/2018;ALHUE;2018;7150;9
01/10/2018;ALHUE;2018;7166;10
01/11/2018;ALHUE;2018;7182;11
01/12/2018;ALHUE;2018;7198;12
01/01/2019;ALHUE;2019;7214;1
01/02/2019;ALHUE;2019;7229.916667;2
01/03/2019;ALHUE;2019;7245.833333;3
01/04/2019;ALHUE;2019;7261.75;4
01/05/2019;ALHUE;2019;7277.666667;5
01/06/2019;ALHUE;2019;7293.583333;6
01/07/2019;ALHUE;2019;7309.5;7
01/08/2019;ALHUE;2019;7325.416667;8
01/09/2019;ALHUE;2019;7341.333333;9
01/10/2019;ALHUE;2019;7357.25;10
01/11/2019;ALHUE;2019;7373.166667;11
01/12/2019;ALHUE;2019;7389.083333;12
01/01/2020;ALHUE;2020;7405;1
01/02/2020;ALHUE;2020;7415.916667;2
01/03/2020;ALHUE;2020;7426.833333;3
01/04/2020;ALHUE;2020;7437.75;4
01/05/2020;ALHUE;2020;7448.666667;5
01/06/2020;ALHUE;2020;7459.583333;6
01/07/2020;ALHUE;2020;7470.5;7
01/08/2020;ALHUE;2020;7481.416667;8
01/09/2020;ALHUE;2020;7492.333333;9
01/10/2020;ALHUE;2020;7503.25;10
01/11/2020;ALHUE;2020;7514.166667;11
01/12/2020;ALHUE;2020;7525.083333;12
01/01/2021;ALHUE;2021;7536;1
01/02/2021;ALHUE;2021;7545.416667;2
01/03/2021;ALHUE;2021;7554.833333;3
01/04/2021;ALHUE;2021;7564.25;4
01/05/2021;ALHUE;2021;7573.666667;5
01/06/2021;ALHUE;2021;7583.083333;6
01/07/2021;ALHUE;2021;7592.5;7
01/08/2021;ALHUE;2021;7601.916667;8
01/09/2021;ALHUE;2021;7611.333333;9
01/10/2021;ALHUE;2021;7620.75;10
01/11/2021;ALHUE;2021;7630.166667;11
01/12/2021;ALHUE;2021;7639.583333;12
01/01/2022;ALHUE;2022;7649;1
01/02/2022;ALHUE;2022;7657.916667;2
01/03/2022;ALHUE;2022;7666.833333;3
01/04/2022;ALHUE;2022;7675.75;4
01/05/2022;ALHUE;2022;7684.666667;5
01/06/2022;ALHUE;2022;7693.583333;6
01/07/2022;ALHUE;2022;7702.5;7
01/08/2022;ALHUE;2022;7711.416667;8
01/09/2022;ALHUE;2022;7720.333333;9
01/10/2022;ALHUE;2022;7729.25;10
01/11/2022;ALHUE;2022;7738.166667;11
01/12/2022;ALHUE;2022;7747.083333;12
01/01/2023;ALHUE;2023;7756;1
01/02/2023;ALHUE;2023;7764.333333;2
01/03/2023;ALHUE;2023;7772.666667;3
01/04/2023;ALHUE;2023;7781;4
01/05/2023;ALHUE;2023;7789.333333;5
01/06/2023;ALHUE;2023;7797.666667;6
01/07/2023;ALHUE;2023;7806;7
01/08/2023;ALHUE;2023;7814.333333;8
01/09/2023;ALHUE;2023;7822.666667;9
01/10/2023;ALHUE;2023;7831;10
01/11/2023;ALHUE;2023;7839.333333;11
01/12/2023;ALHUE;2023;7847.666667;12
01/01/2024;ALHUE;2024;7856;1
01/02/2024;ALHUE;2024;7864.166667;2
01/03/2024;ALHUE;2024;7872.333333;3
01/04/2024;ALHUE;2024;7880.5;4
01/05/2024;ALHUE;2024;7888.666667;5
01/06/2024;ALHUE;2024;7896.833333;6
01/07/2024;ALHUE;2024;7905;7
01/08/2024;ALHUE;2024;7913.166667;8
01/09/2024;ALHUE;2024;7921.333333;9
01/10/2024;ALHUE;2024;7929.5;10
01/11/2024;ALHUE;2024;7937.666667;11
01/12/2024;ALHUE;2024;7945.833333;12
01/01/2025;ALHUE;2025;7954;1
01/02/2025;ALHUE;2025;7961.5;2
01/03/2025;ALHUE;2025;7969;3
01/04/2025;ALHUE;2025;7976.5;4
01/05/2025;ALHUE;2025;7984;5
01/06/2025;ALHUE;2025;7991.5;6
01/07/2025;ALHUE;2025;7999;7
01/08/2025;ALHUE;2025;8006.5;8
01/09/2025;ALHUE;2025;8014;9
01/10/2025;ALHUE;2025;8021.5;10
01/11/2025;ALHUE;2025;8029;11
01/12/2025;ALHUE;2025;8036.5;12
01/01/2026;ALHUE;2026;8044;1
01/02/2026;ALHUE;2026;8050.75;2
01/03/2026;ALHUE;2026;8057.5;3
01/04/2026;ALHUE;2026;8064.25;4
01/05/2026;ALHUE;2026;8071;5
01/06/2026;ALHUE;2026;8077.75;6
01/07/2026;ALHUE;2026;8084.5;7
01/08/2026;ALHUE;2026;8091.25;8
01/09/2026;ALHUE;2026;8098;9
01/10/2026;ALHUE;2026;8104.75;10
01/11/2026;ALHUE;2026;8111.5;11
01/12/2026;ALHUE;2026;8118.25;12
01/01/2027;ALHUE;2027;8125;1
01/02/2027;ALHUE;2027;8132;2
01/03/2027;ALHUE;2027;8139;3
01/04/2027;ALHUE;2027;8146;4
01/05/2027;ALHUE;2027;8153;5
01/06/2027;ALHUE;2027;8160;6
01/07/2027;ALHUE;2027;8167;7
01/08/2027;ALHUE;2027;8174;8
01/09/2027;ALHUE;2027;8181;9
01/10/2027;ALHUE;2027;8188;10
01/11/2027;ALHUE;2027;8195;11
01/12/2027;ALHUE;2027;8202;12
01/01/2028;ALHUE;2028;8209;1
01/02/2028;ALHUE;2028;8215;2
01/03/2028;ALHUE;2028;8221;3
01/04/2028;ALHUE;2028;8227;4
01/05/2028;ALHUE;2028;8233;5
01/06/2028;ALHUE;2028;8239;6
01/07/2028;ALHUE;2028;8245;7
01/08/2028;ALHUE;2028;8251;8
01/09/2028;ALHUE;2028;8257;9
01/10/2028;ALHUE;2028;8263;10
01/11/2028;ALHUE;2028;8269;11
01/12/2028;ALHUE;2028;8275;12
01/01/2029;ALHUE;2029;8281;1
01/02/2029;ALHUE;2029;8287.916667;2
01/03/2029;ALHUE;2029;8294.833333;3
01/04/2029;ALHUE;2029;8301.75;4
01/05/2029;ALHUE;2029;8308.666667;5
01/06/2029;ALHUE;2029;8315.583333;6
01/07/2029;ALHUE;2029;8322.5;7
01/08/2029;ALHUE;2029;8329.416667;8
01/09/2029;ALHUE;2029;8336.333333;9
01/10/2029;ALHUE;2029;8343.25;10
01/11/2029;ALHUE;2029;8350.166667;11
01/12/2029;ALHUE;2029;8357.083333;12
01/01/2030;ALHUE;2030;8364;1
01/02/2030;ALHUE;2030;8369.833333;2
01/03/2030;ALHUE;2030;8375.666667;3
01/04/2030;ALHUE;2030;8381.5;4
01/05/2030;ALHUE;2030;8387.333333;5
01/06/2030;ALHUE;2030;8393.166667;6
01/07/2030;ALHUE;2030;8399;7
01/08/2030;ALHUE;2030;8404.833333;8
01/09/2030;ALHUE;2030;8410.666667;9
01/10/2030;ALHUE;2030;8416.5;10
01/11/2030;ALHUE;2030;8422.333333;11
01/12/2030;ALHUE;2030;8428.166667;12
01/01/2031;ALHUE;2031;8434;1
01/02/2031;ALHUE;2031;8438.916667;2
01/03/2031;ALHUE;2031;8443.833333;3
01/04/2031;ALHUE;2031;8448.75;4
01/05/2031;ALHUE;2031;8453.666667;5
01/06/2031;ALHUE;2031;8458.583333;6
01/07/2031;ALHUE;2031;8463.5;7
01/08/2031;ALHUE;2031;8468.416667;8
01/09/2031;ALHUE;2031;8473.333333;9
01/10/2031;ALHUE;2031;8478.25;10
01/11/2031;ALHUE;2031;8483.166667;11
01/12/2031;ALHUE;2031;8488.083333;12
01/01/2032;ALHUE;2032;8493;1
01/02/2032;ALHUE;2032;8497.75;2
01/03/2032;ALHUE;2032;8502.5;3
01/04/2032;ALHUE;2032;8507.25;4
01/05/2032;ALHUE;2032;8512;5
01/06/2032;ALHUE;2032;8516.75;6
01/07/2032;ALHUE;2032;8521.5;7
01/08/2032;ALHUE;2032;8526.25;8
01/09/2032;ALHUE;2032;8531;9
01/10/2032;ALHUE;2032;8535.75;10
01/11/2032;ALHUE;2032;8540.5;11
01/12/2032;ALHUE;2032;8545.25;12
01/01/2033;ALHUE;2033;8550;1
01/02/2033;ALHUE;2033;8555.166667;2
01/03/2033;ALHUE;2033;8560.333333;3
01/04/2033;ALHUE;2033;8565.5;4
01/05/2033;ALHUE;2033;8570.666667;5
01/06/2033;ALHUE;2033;8575.833333;6
01/07/2033;ALHUE;2033;8581;7
01/08/2033;ALHUE;2033;8586.166667;8
01/09/2033;ALHUE;2033;8591.333333;9
01/10/2033;ALHUE;2033;8596.5;10
01/11/2033;ALHUE;2033;8601.666667;11
01/12/2033;ALHUE;2033;8606.833333;12
01/01/2034;ALHUE;2034;8612;1
01/02/2034;ALHUE;2034;8616;2
01/03/2034;ALHUE;2034;8620;3
01/04/2034;ALHUE;2034;8624;4
01/05/2034;ALHUE;2034;8628;5
01/06/2034;ALHUE;2034;8632;6
01/07/2034;ALHUE;2034;8636;7
01/08/2034;ALHUE;2034;8640;8
01/09/2034;ALHUE;2034;8644;9
01/10/2034;ALHUE;2034;8648;10
01/11/2034;ALHUE;2034;8652;11
01/12/2034;ALHUE;2034;8656;12
01/01/2035;ALHUE;2035;8660;1
01/02/2035;ALHUE;2035;8660;2
01/03/2035;ALHUE;2035;8660;3
01/04/2035;ALHUE;2035;8660;4
01/05/2035;ALHUE;2035;8660;5
01/06/2035;ALHUE;2035;8660;6
01/07/2035;ALHUE;2035;8660;7
01/08/2035;ALHUE;2035;8660;8
01/09/2035;ALHUE;2035;8660;9
01/10/2035;ALHUE;2035;8660;10
01/11/2035;ALHUE;2035;8660;11
01/12/2035;ALHUE;2035;8660;12
01/01/2002;BUIN;2002;65549;1
01/02/2002;BUIN;2002;65769.58333;2
01/03/2002;BUIN;2002;65990.16667;3
01/04/2002;BUIN;2002;66210.75;4
01/05/2002;BUIN;2002;66431.33333;5
01/06/2002;BUIN;2002;66651.91667;6
01/07/2002;BUIN;2002;66872.5;7
01/08/2002;BUIN;2002;67093.08333;8
01/09/2002;BUIN;2002;67313.66667;9
01/10/2002;BUIN;2002;67534.25;10
01/11/2002;BUIN;2002;67754.83333;11
01/12/2002;BUIN;2002;67975.41667;12
01/01/2003;BUIN;2003;68196;1
01/02/2003;BUIN;2003;68407.91667;2
01/03/2003;BUIN;2003;68619.83333;3
01/04/2003;BUIN;2003;68831.75;4
01/05/2003;BUIN;2003;69043.66667;5
01/06/2003;BUIN;2003;69255.58333;6
01/07/2003;BUIN;2003;69467.5;7
01/08/2003;BUIN;2003;69679.41667;8
01/09/2003;BUIN;2003;69891.33333;9
01/10/2003;BUIN;2003;70103.25;10
01/11/2003;BUIN;2003;70315.16667;11
01/12/2003;BUIN;2003;70527.08333;12
01/01/2004;BUIN;2004;70739;1
01/02/2004;BUIN;2004;70945.08333;2
01/03/2004;BUIN;2004;71151.16667;3
01/04/2004;BUIN;2004;71357.25;4
01/05/2004;BUIN;2004;71563.33333;5
01/06/2004;BUIN;2004;71769.41667;6
01/07/2004;BUIN;2004;71975.5;7
01/08/2004;BUIN;2004;72181.58333;8
01/09/2004;BUIN;2004;72387.66667;9
01/10/2004;BUIN;2004;72593.75;10
01/11/2004;BUIN;2004;72799.83333;11
01/12/2004;BUIN;2004;73005.91667;12
01/01/2005;BUIN;2005;73212;1
01/02/2005;BUIN;2005;73414.91667;2
01/03/2005;BUIN;2005;73617.83333;3
01/04/2005;BUIN;2005;73820.75;4
01/05/2005;BUIN;2005;74023.66667;5
01/06/2005;BUIN;2005;74226.58333;6
01/07/2005;BUIN;2005;74429.5;7
01/08/2005;BUIN;2005;74632.41667;8
01/09/2005;BUIN;2005;74835.33333;9
01/10/2005;BUIN;2005;75038.25;10
01/11/2005;BUIN;2005;75241.16667;11
01/12/2005;BUIN;2005;75444.08333;12
01/01/2006;BUIN;2006;75647;1
01/02/2006;BUIN;2006;75850.66667;2
01/03/2006;BUIN;2006;76054.33333;3
01/04/2006;BUIN;2006;76258;4
01/05/2006;BUIN;2006;76461.66667;5
01/06/2006;BUIN;2006;76665.33333;6
01/07/2006;BUIN;2006;76869;7
01/08/2006;BUIN;2006;77072.66667;8
01/09/2006;BUIN;2006;77276.33333;9
01/10/2006;BUIN;2006;77480;10
01/11/2006;BUIN;2006;77683.66667;11
01/12/2006;BUIN;2006;77887.33333;12
01/01/2007;BUIN;2007;78091;1
01/02/2007;BUIN;2007;78295.5;2
01/03/2007;BUIN;2007;78500;3
01/04/2007;BUIN;2007;78704.5;4
01/05/2007;BUIN;2007;78909;5
01/06/2007;BUIN;2007;79113.5;6
01/07/2007;BUIN;2007;79318;7
01/08/2007;BUIN;2007;79522.5;8
01/09/2007;BUIN;2007;79727;9
01/10/2007;BUIN;2007;79931.5;10
01/11/2007;BUIN;2007;80136;11
01/12/2007;BUIN;2007;80340.5;12
01/01/2008;BUIN;2008;80545;1
01/02/2008;BUIN;2008;80748.58333;2
01/03/2008;BUIN;2008;80952.16667;3
01/04/2008;BUIN;2008;81155.75;4
01/05/2008;BUIN;2008;81359.33333;5
01/06/2008;BUIN;2008;81562.91667;6
01/07/2008;BUIN;2008;81766.5;7
01/08/2008;BUIN;2008;81970.08333;8
01/09/2008;BUIN;2008;82173.66667;9
01/10/2008;BUIN;2008;82377.25;10
01/11/2008;BUIN;2008;82580.83333;11
01/12/2008;BUIN;2008;82784.41667;12
01/01/2009;BUIN;2009;82988;1
01/02/2009;BUIN;2009;83189.33333;2
01/03/2009;BUIN;2009;83390.66667;3
01/04/2009;BUIN;2009;83592;4
01/05/2009;BUIN;2009;83793.33333;5
01/06/2009;BUIN;2009;83994.66667;6
01/07/2009;BUIN;2009;84196;7
01/08/2009;BUIN;2009;84397.33333;8
01/09/2009;BUIN;2009;84598.66667;9
01/10/2009;BUIN;2009;84800;10
01/11/2009;BUIN;2009;85001.33333;11
01/12/2009;BUIN;2009;85202.66667;12
01/01/2010;BUIN;2010;85404;1
01/02/2010;BUIN;2010;85604.16667;2
01/03/2010;BUIN;2010;85804.33333;3
01/04/2010;BUIN;2010;86004.5;4
01/05/2010;BUIN;2010;86204.66667;5
01/06/2010;BUIN;2010;86404.83333;6
01/07/2010;BUIN;2010;86605;7
01/08/2010;BUIN;2010;86805.16667;8
01/09/2010;BUIN;2010;87005.33333;9
01/10/2010;BUIN;2010;87205.5;10
01/11/2010;BUIN;2010;87405.66667;11
01/12/2010;BUIN;2010;87605.83333;12
01/01/2011;BUIN;2011;87806;1
01/02/2011;BUIN;2011;88004.16667;2
01/03/2011;BUIN;2011;88202.33333;3
01/04/2011;BUIN;2011;88400.5;4
01/05/2011;BUIN;2011;88598.66667;5
01/06/2011;BUIN;2011;88796.83333;6
01/07/2011;BUIN;2011;88995;7
01/08/2011;BUIN;2011;89193.16667;8
01/09/2011;BUIN;2011;89391.33333;9
01/10/2011;BUIN;2011;89589.5;10
01/11/2011;BUIN;2011;89787.66667;11
01/12/2011;BUIN;2011;89985.83333;12
01/01/2012;BUIN;2012;90184;1
01/02/2012;BUIN;2012;90373.75;2
01/03/2012;BUIN;2012;90563.5;3
01/04/2012;BUIN;2012;90753.25;4
01/05/2012;BUIN;2012;90943;5
01/06/2012;BUIN;2012;91132.75;6
01/07/2012;BUIN;2012;91322.5;7
01/08/2012;BUIN;2012;91512.25;8
01/09/2012;BUIN;2012;91702;9
01/10/2012;BUIN;2012;91891.75;10
01/11/2012;BUIN;2012;92081.5;11
01/12/2012;BUIN;2012;92271.25;12
01/01/2013;BUIN;2013;92461;1
01/02/2013;BUIN;2013;92650.08333;2
01/03/2013;BUIN;2013;92839.16667;3
01/04/2013;BUIN;2013;93028.25;4
01/05/2013;BUIN;2013;93217.33333;5
01/06/2013;BUIN;2013;93406.41667;6
01/07/2013;BUIN;2013;93595.5;7
01/08/2013;BUIN;2013;93784.58333;8
01/09/2013;BUIN;2013;93973.66667;9
01/10/2013;BUIN;2013;94162.75;10
01/11/2013;BUIN;2013;94351.83333;11
01/12/2013;BUIN;2013;94540.91667;12
01/01/2014;BUIN;2014;94730;1
01/02/2014;BUIN;2014;94921.16667;2
01/03/2014;BUIN;2014;95112.33333;3
01/04/2014;BUIN;2014;95303.5;4
01/05/2014;BUIN;2014;95494.66667;5
01/06/2014;BUIN;2014;95685.83333;6
01/07/2014;BUIN;2014;95877;7
01/08/2014;BUIN;2014;96068.16667;8
01/09/2014;BUIN;2014;96259.33333;9
01/10/2014;BUIN;2014;96450.5;10
01/11/2014;BUIN;2014;96641.66667;11
01/12/2014;BUIN;2014;96832.83333;12
01/01/2015;BUIN;2015;97024;1
01/02/2015;BUIN;2015;97215.91667;2
01/03/2015;BUIN;2015;97407.83333;3
01/04/2015;BUIN;2015;97599.75;4
01/05/2015;BUIN;2015;97791.66667;5
01/06/2015;BUIN;2015;97983.58333;6
01/07/2015;BUIN;2015;98175.5;7
01/08/2015;BUIN;2015;98367.41667;8
01/09/2015;BUIN;2015;98559.33333;9
01/10/2015;BUIN;2015;98751.25;10
01/11/2015;BUIN;2015;98943.16667;11
01/12/2015;BUIN;2015;99135.08333;12
01/01/2016;BUIN;2016;99327;1
01/02/2016;BUIN;2016;99528.33333;2
01/03/2016;BUIN;2016;99729.66667;3
01/04/2016;BUIN;2016;99931;4
01/05/2016;BUIN;2016;100132.3333;5
01/06/2016;BUIN;2016;100333.6667;6
01/07/2016;BUIN;2016;100535;7
01/08/2016;BUIN;2016;100736.3333;8
01/09/2016;BUIN;2016;100937.6667;9
01/10/2016;BUIN;2016;101139;10
01/11/2016;BUIN;2016;101340.3333;11
01/12/2016;BUIN;2016;101541.6667;12
01/01/2017;BUIN;2017;101743;1
01/02/2017;BUIN;2017;101959.25;2
01/03/2017;BUIN;2017;102175.5;3
01/04/2017;BUIN;2017;102391.75;4
01/05/2017;BUIN;2017;102608;5
01/06/2017;BUIN;2017;102824.25;6
01/07/2017;BUIN;2017;103040.5;7
01/08/2017;BUIN;2017;103256.75;8
01/09/2017;BUIN;2017;103473;9
01/10/2017;BUIN;2017;103689.25;10
01/11/2017;BUIN;2017;103905.5;11
01/12/2017;BUIN;2017;104121.75;12
01/01/2018;BUIN;2018;104338;1
01/02/2018;BUIN;2018;104558.6667;2
01/03/2018;BUIN;2018;104779.3333;3
01/04/2018;BUIN;2018;105000;4
01/05/2018;BUIN;2018;105220.6667;5
01/06/2018;BUIN;2018;105441.3333;6
01/07/2018;BUIN;2018;105662;7
01/08/2018;BUIN;2018;105882.6667;8
01/09/2018;BUIN;2018;106103.3333;9
01/10/2018;BUIN;2018;106324;10
01/11/2018;BUIN;2018;106544.6667;11
01/12/2018;BUIN;2018;106765.3333;12
01/01/2019;BUIN;2019;106986;1
01/02/2019;BUIN;2019;107207.25;2
01/03/2019;BUIN;2019;107428.5;3
01/04/2019;BUIN;2019;107649.75;4
01/05/2019;BUIN;2019;107871;5
01/06/2019;BUIN;2019;108092.25;6
01/07/2019;BUIN;2019;108313.5;7
01/08/2019;BUIN;2019;108534.75;8
01/09/2019;BUIN;2019;108756;9
